rank	elo	pm	games	wins	losses	white_wins	white_losses	black_wins	black_losses	avg_plies	ms_move	cpu_ms_move	nodes_move	eff	active	id
179	558	20	504	179	325	88	164	91	161	37.5	4.915	6.031	111833	44	gone	ab(d6,nb200k)@1.classic(t1,c4,w0,l0)@1.dil(r25)@1
180	551	16	524	272	252	131	131	141	121	57.2	0.390	0.330	1260	66	gone	ab(d4,tt,ord,nb200k)@1.learned(s10,0ff9b1c8)@1
181	550	16	524	271	253	122	140	149	113	50.6	0.586	0.508	796	61	gone	ab(d4,tt,ord,nb200k)@1.learned(s61,a4ffae3c)@1
182	544	16	524	267	257	130	132	137	125	59.4	0.307	0.273	935	67	gone	ab(d4,tt,ord,nb200k)@1.learned(s16,d12688ec)@1
183	544	16	524	267	257	124	138	143	119	55.0	0.364	0.312	1104	66	gone	ab(d4,tt,ord,nb200k)@1.learned(s36,f5470908)@1
184	544	16	524	267	257	148	114	119	143	50.1	0.524	0.442	737	62	gone	ab(d4,tt,ord,nb200k)@1.learned(s66,847120cf)@1
185	541	16	524	265	259	132	130	133	129	59.0	0.365	0.311	1065	65	gone	ab(d4,tt,ord,nb200k)@1.learned(s42,cc89a549)@1
186	538	16	524	263	261	148	114	115	147	51.6	0.618	0.557	833	59	gone	ab(d4,tt,ord,nb200k)@1.learned(s57,a639450c)@1
187	537	16	524	262	262	120	142	142	120	51.0	0.559	0.467	746	61	gone	ab(d4,tt,ord,nb200k)@1.learned(s58,8a52cfde)@1
188	535	16	524	261	263	114	148	147	115	58.2	0.319	0.270	958	66	gone	ab(d4,tt,ord,nb200k)@1.learned(s39,e57b6cbb)@1
189	533	20	504	168	336	82	170	86	166	39.0	0.138	0.184	2984	71	gone	ab(d4)@1.classic(t1,c4,w0,l0)@1.dil(r25)@1
190	531	16	524	258	266	130	132	128	134	57.3	0.323	0.273	987	66	gone	ab(d4,tt,ord,nb200k)@1.learned(s49,080031ad)@1
191	530	16	524	257	267	131	131	126	136	58.2	0.303	0.271	932	65	gone	ab(d4,tt,ord,nb200k)@1.learned(s47,d8e7cb78)@1
192	524	16	524	253	271	126	136	127	135	53.4	0.273	0.234	790	67	gone	ab(d4,tt,ord,nb200k)@1.learned(s68,2a6c5a04)@1
193	524	16	524	253	271	119	143	134	128	55.8	0.324	0.281	1082	64	gone	ab(d4,tt,ord,nb200k)@1.learned(s72,c9f64f64)@1
194	521	16	524	251	273	134	128	117	145	51.8	0.514	0.445	721	59	gone	ab(d4,tt,ord,nb200k)@1.learned(s65,3ae65557)@1
195	520	16	524	250	274	109	153	141	121	58.7	0.377	0.297	1145	63	gone	ab(d4,tt,ord,nb200k)@1.learned(s52,60638ed7)@1
196	520	16	524	250	274	116	146	134	128	51.1	0.263	0.262	783	65	gone	ab(d4,tt,ord,nb200k)@1.learned(s60,3a0fec50)@1
197	517	16	524	248	276	132	130	116	146	56.6	0.342	0.273	1021	64	gone	ab(d4,tt,ord,nb200k)@1.learned(s33,3551d6b1)@1
198	516	16	524	247	277	116	146	131	131	55.4	0.338	0.295	1112	63	gone	ab(d4,tt,ord,nb200k)@1.learned(s7,fc796f83)@1
199	516	16	524	247	277	119	143	128	134	54.7	0.296	0.271	1047	64	gone	ab(d4,tt,ord,nb200k)@1.learned(s78,c428beb0)@1
200	514	16	524	246	278	131	131	115	147	56.4	0.312	0.276	1105	63	gone	ab(d4,tt,ord,nb200k)@1.learned(s76,2e412bc4)@1
201	511	16	524	244	280	116	146	128	134	51.3	0.261	0.206	762	66	gone	ab(d4,tt,ord,nb200k)@1.learned(s64,e5f3229a)@1
202	507	16	524	241	283	149	113	92	170	57.9	0.291	0.234	911	64	gone	ab(d4,tt,ord,nb200k)@1.learned(s30,7d34ec8a)@1
203	507	16	524	241	283	114	148	127	135	55.7	0.385	0.345	1195	60	gone	ab(d4,tt,ord,nb200k)@1.learned(s38,0314b24f)@1
204	506	16	524	240	284	113	149	127	135	52.2	0.575	0.513	797	56	gone	ab(d4,tt,ord,nb200k)@1.learned(s62,78c12b90)@1
205	499	16	524	235	289	122	140	113	149	57.3	0.259	0.225	987	64	gone	ab(d4,tt,ord,nb200k)@1.learned(s9,e27d9f48)@1
206	496	16	524	233	291	109	153	124	138	56.1	0.265	0.245	1015	62	gone	ab(d4,tt,ord,nb200k)@1.learned(s80,5b9b1a34)@1
207	493	16	524	231	293	123	139	108	154	58.0	0.304	0.276	1009	61	gone	ab(d4,tt,ord,nb200k)@1.learned(s70,68972f05)@1
208	492	16	524	230	294	118	144	112	150	56.8	0.322	0.275	1114	61	gone	ab(d4,tt,ord,nb200k)@1.learned(s73,4b9da81b)@1
209	489	16	524	228	296	116	146	112	150	59.2	0.342	0.319	1085	59	gone	ab(d4,tt,ord,nb200k)@1.learned(s48,ee557e97)@1
210	486	16	524	226	298	129	133	97	165	56.6	0.353	0.284	1078	60	gone	ab(d4,tt,ord,nb200k)@1.learned(s26,aedd28f9)@1
211	486	16	524	226	298	103	159	123	139	49.9	0.264	0.225	783	62	gone	ab(d4,tt,ord,nb200k)@1.learned(s63,716ed803)@1
212	484	16	524	225	299	106	156	119	143	55.4	0.324	0.280	1200	60	gone	ab(d4,tt,ord,nb200k)@1.learned(s77,ba5a5adb)@1
213	482	16	524	223	301	97	165	126	136	54.3	0.320	0.284	963	59	gone	ab(d4,tt,ord,nb200k)@1.learned(s28,6c8ae585)@1
214	480	16	524	222	302	92	170	130	132	54.6	0.359	0.319	1097	58	gone	ab(d4,tt,ord,nb200k)@1.learned(s31,8fd20ff6)@1
215	480	16	524	222	302	109	153	113	149	55.0	0.329	0.319	1084	58	gone	ab(d4,tt,ord,nb200k)@1.learned(s69,0f527c41)@1
216	480	16	524	222	302	96	166	126	136	56.0	0.329	0.292	1196	59	gone	ab(d4,tt,ord,nb200k)@1.learned(s75,8cb3c846)@1
217	480	12	1096	324	772	157	391	167	381	40.8	5.201	7.893	26878	37	on	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.dil(r28)@1
218	480	21	504	145	359	75	177	70	182	56.5	0.004	0.005	0	188	gone	greedy@1.classic(t2,c10,w3,l2)@1
219	479	16	524	221	303	91	171	130	132	65.1	0.405	0.352	1261	57	gone	ab(d4,tt,ord,nb200k)@1.learned(s11,4fb7f74b)@1
220	479	16	524	221	303	101	161	120	142	51.5	0.281	0.235	804	61	gone	ab(d4,tt,ord,nb200k)@1.learned(s59,57cf2958)@1
221	477	16	524	220	304	105	157	115	147	54.3	0.300	0.282	1051	59	gone	ab(d4,tt,ord,nb200k)@1.learned(s74,151941d5)@1
222	474	16	524	218	306	108	154	110	152	56.1	0.344	0.320	1191	57	gone	ab(d4,tt,ord,nb200k)@1.learned(s71,3f0a5881)@1
223	474	12	1096	318	778	135	413	183	365	60.4	0.006	0.005	0	188	on	greedy@1.classic(t2,c10,w3,l2)@2
224	473	16	524	217	307	109	153	108	154	64.9	0.337	0.289	1102	58	gone	ab(d4,tt,ord,nb200k)@1.learned(s14,3d28f8f6)@1
225	473	16	524	217	307	107	155	110	152	61.4	0.349	0.338	1092	56	gone	ab(d4,tt,ord,nb200k)@1.learned(s32,870e9f28)@1
226	472	16	524	216	308	106	156	110	152	54.8	0.340	0.279	1027	58	gone	ab(d4,tt,ord,nb200k)@1.learned(s53,8e142fea)@1
227	470	16	524	215	309	107	155	108	154	63.8	0.334	0.284	1035	58	gone	ab(d4,tt,ord,nb200k)@1.learned(s23,eb109fd1)@1
228	470	16	524	215	309	99	163	116	146	60.1	0.332	0.306	1034	57	gone	ab(d4,tt,ord,nb200k)@1.learned(s41,969172a5)@1
229	468	13	1096	311	785	155	393	156	392	41.8	4.084	6.606	100109	37	on	ab(d6,nb200k)@1.classic(t1,c4,w0,l0)@2.dil(r25)@1
230	467	16	524	213	311	127	135	86	176	59.1	0.349	0.299	1066	57	gone	ab(d4,tt,ord,nb200k)@1.learned(s18,f6f8e14e)@1
231	467	16	524	213	311	121	141	92	170	56.3	0.393	0.354	1217	55	gone	ab(d4,tt,ord,nb200k)@1.learned(s25,2417d2ef)@1
232	466	16	524	212	312	134	128	78	184	59.4	0.326	0.247	1979	59	gone	ab(d4,tt,ord,nb200k)@1.learned(s3,9c12fe2e)@1
233	466	16	524	212	312	87	175	125	137	59.1	0.360	0.292	1127	57	gone	ab(d4,tt,ord,nb200k)@1.learned(s43,3c894531)@1
234	466	16	524	212	312	106	156	106	156	57.1	0.287	0.240	1109	59	gone	ab(d4,tt,ord,nb200k)@1.learned(s79,b2b57c78)@1
235	466	16	524	212	312	101	161	111	151	54.5	0.260	0.221	986	60	gone	ab(d4,tt,ord,nb200k)@1.learned(s8,126d9fb2)@1
236	464	16	524	211	313	135	127	76	186	59.0	0.339	0.281	1035	57	gone	ab(d4,tt,ord,nb200k)@1.learned(s24,fe676e2e)@1
237	464	13	1096	306	790	150	398	156	392	42.4	0.133	0.197	3221	61	on	ab(d4)@1.classic(t1,c4,w0,l0)@2.dil(r25)@1
238	462	16	524	209	315	97	165	112	150	55.8	0.321	0.282	996	57	gone	ab(d4,tt,ord,nb200k)@1.learned(s50,7279a22a)@1
239	459	16	524	207	317	93	169	114	148	58.4	0.331	0.293	1037	56	gone	ab(d4,tt,ord,nb200k)@1.learned(s46,e59671ae)@1
240	451	16	524	202	322	87	175	115	147	57.7	0.321	0.270	995	56	gone	ab(d4,tt,ord,nb200k)@1.learned(s17,8a6b139b)@1
241	450	16	524	201	323	111	151	90	172	59.6	0.357	0.305	1116	54	gone	ab(d4,tt,ord,nb200k)@1.learned(s37,c07509c1)@1
242	450	16	524	201	323	107	155	94	168	55.3	0.306	0.269	972	56	gone	ab(d4,tt,ord,nb200k)@1.learned(s6,6078c2b8)@1
243	446	16	524	198	326	109	153	89	173	59.1	0.329	0.254	979	56	gone	ab(d4,tt,ord,nb200k)@1.learned(s27,ee3dc4e8)@1
244	441	16	524	195	329	87	175	108	154	61.5	0.281	0.233	873	56	gone	ab(d4,tt,ord,nb200k)@1.learned(s15,4b6e327b)@1
245	438	16	524	193	331	98	164	95	167	52.4	0.357	0.316	1110	53	gone	ab(d4,tt,ord,nb200k)@1.learned(s56,000e690f)@1
246	428	16	524	186	338	93	169	93	169	60.7	0.343	0.290	1041	52	gone	ab(d4,tt,ord,nb200k)@1.learned(s21,bc235a23)@1
247	427	16	524	185	339	97	165	88	174	55.7	0.366	0.304	1140	52	gone	ab(d4,tt,ord,nb200k)@1.learned(s54,703d77f7)@1
248	415	22	504	119	385	53	199	66	186	33.3	0.001	0.002	24	272	gone	ab(d1)@1.classic(t1,c4,w0,l0)@1
249	412	16	524	175	349	107	155	68	194	61.4	0.417	0.366	1299	48	gone	ab(d4,tt,ord,nb200k)@1.learned(s12,e146a4fd)@1
250	412	16	524	175	349	84	178	91	171	57.1	0.385	0.335	1227	49	gone	ab(d4,tt,ord,nb200k)@1.learned(s29,42a2fbaa)@1
251	406	16	524	171	353	63	199	108	154	53.4	0.322	0.275	982	50	gone	ab(d4,tt,ord,nb200k)@1.learned(s19,b002ba49)@1
252	405	22	504	115	389	55	197	60	192	33.6	0.001	0.000	0	-	gone	greedy@1.classic(t1,c4,w0,l0)@1
253	400	16	524	167	357	76	186	91	171	56.1	0.290	0.240	1769	50	gone	ab(d4,tt,ord,nb200k)@1.learned(s5,02a0e14f)@1
254	394	28	318	66	252	36	123	30	129	37.7	5.622	6.720	31845	31	gone	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@1.dil(r35)@1
255	389	17	524	160	364	66	196	94	168	53.9	0.309	0.252	961	49	gone	ab(d4,tt,ord,nb200k)@1.learned(s20,2fd22539)@1
256	386	17	524	158	366	84	178	74	188	60.2	0.375	0.325	1220	46	gone	ab(d4,tt,ord,nb200k)@1.learned(s51,58f9dd8c)@1
257	386	17	524	158	366	76	186	82	180	52.8	0.346	0.280	1064	47	gone	ab(d4,tt,ord,nb200k)@1.learned(s55,a8f871c9)@1
258	377	14	1096	216	880	113	435	103	445	39.8	4.727	7.499	24596	29	on	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.dil(r35)@1
259	374	12	1568	297	1271	150	634	147	637	48.9	0.001	0.001	0	317	on	tiered@1
260	373	12	1568	296	1272	144	640	152	632	54.7	0.001	0.001	0	349	on	smart(2)@1
261	373	17	524	150	374	77	185	73	189	56.8	0.257	0.195	760	49	gone	ab(d4,tt,ord,nb200k)@1.learned(s40,71aad91c)@1
262	365	12	1568	285	1283	145	639	140	644	53.0	0.001	0.001	0	327	on	smart(4)@1
263	362	17	524	143	381	79	183	64	198	56.9	0.276	0.224	1620	46	gone	ab(d4,tt,ord,nb200k)@1.learned(s4,c324e8a7)@1
264	361	12	1568	280	1288	138	646	142	642	51.3	0.001	0.002	0	207	on	smart(6)@1
265	354	29	318	57	261	33	126	24	135	36.7	5.165	5.991	29635	28	gone	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@1.dil(r43)@1
266	350	17	524	136	388	56	206	80	182	56.8	0.380	0.292	1208	43	gone	ab(d4,tt,ord,nb200k)@1.learned(s35,adc3f876)@1
267	331	14	1096	174	922	77	471	97	451	37.9	0.001	0.002	0	193	on	greedy@1.classic(t1,c4,w0,l0)@2
268	310	15	1096	156	940	50	498	106	442	38.4	0.001	0.005	24	126	on	ab(d1)@1.classic(t1,c4,w0,l0)@2
269	304	15	1096	151	945	71	477	80	468	37.9	4.293	6.620	22343	24	on	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.dil(r43)@1
270	283	24	504	73	431	35	217	38	214	35.4	3.089	4.231	70009	23	gone	ab(d6,nb200k)@1.classic(t1,c4,w0,l0)@1.dil(r50)@1
271	266	31	318	39	279	21	138	18	141	33.7	4.301	5.078	24222	22	gone	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@1.dil(r52)@1
272	224	17	1096	93	1003	40	508	53	495	36.8	2.817	4.517	69152	18	on	ab(d6,nb200k)@1.classic(t1,c4,w0,l0)@2.dil(r50)@1
273	221	26	504	55	449	31	221	24	228	34.3	0.103	0.130	2209	31	gone	ab(d4)@1.classic(t1,c4,w0,l0)@1.dil(r50)@1
274	217	17	1096	89	1007	43	505	46	502	37.2	0.092	0.139	2205	31	on	ab(d4)@1.classic(t1,c4,w0,l0)@2.dil(r50)@1
275	191	18	1096	73	1023	39	509	34	514	34.8	3.888	5.739	20222	15	on	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.dil(r52)@1
276	164	36	318	22	296	13	146	9	150	31.4	3.071	3.684	17364	14	gone	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@1.dil(r63)@1
277	111	20	1096	33	1063	15	533	18	530	31.3	2.900	4.455	15389	9	on	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.dil(r63)@1
278	104	39	318	14	304	8	151	6	153	28.7	2.805	2.590	15640	9	gone	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@1.dil(r75)@1
279	65	22	1096	15	1081	8	540	7	541	28.4	2.028	3.193	10889	6	on	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.dil(r75)@1
280	0	22	2000	4	1996	3	997	1	999	23.0	0.001	0.001	0	-	anchor	rand@1
